Conference;Year;Author1;Author2;Author3;Author4;Author5;Author6;Author7;Author8;Author9;Author10;Author11;Author12;Author13;Author14;Author15;Title;specifier1;qualifier1;field1;Type1;Proprietary1;Specifier2;Qualifier2;Field2;Type2;Proprietary2;Specifier3;Qualifier3;Field3;Type3;Proprietary3;Specifier4;Qualifier4;Field4;Type4;Proprietary4;Specifier5;Qualifier5;Field5;Type5;Proprietary5;Specifier6;Qualifier6;Field6;Type6;Proprietary6;Specifier7;Qualifier7;Field7;Type7;Proprietary7;ArtifactEvaluation;ArtifactwasAvailable;Artifactisavailable;
RTSS;2022;Srijeeta Maity;Rudrajyoti Roy;Anirban Majumder;Soumyajit Dey;Ashish R. Hota;;;;;;;;;;;Future aware Dynamic Thermal Management in CPU-GPU Embedded Platforms;;custom;automotive;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Yidi Wang;Mohsen Karimi;Hyoseung Kim;;;;;;;;;;;;;Towards Energy-Efficient Real-Time Scheduling of Heterogeneous Multi-GPU Systems;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Sathish Gopalakrishnan;Nima Nasiri;Jared Paul;;;;;;;;;;;;;Job Scheduling with Battery Recharging Constraints: Applications to UAV Flight Planning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Kanka Wang;Qingxu Deng;;;;;;;;;;;;;;Mixed-Criticality Scheduling of Energy-Harvesting Systems;uunifast;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Shareef Ahmed;James H. Anderson;;;;;;;;;;;;;;Exact Response-Time Bounds of Periodic DAG Tasks under Server-Based Global Scheduling;erdos-renyi;named;;dag generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Ran Bi;Qingqiang he;Jinghao Sun;Zhenyu Sun;Zhishan Guo;Nan Guan;Guozhen Tan;;;;;;;;;Response Time Analysis for Prioritized DAG Task with Mutually Exclusive Vertices;tgff;named;;dag generator;no;bots;named;;benchmark;no;omptg;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2022;Qingqiang He;Nan Guan;Mingsong Lv;Xu Jiang;Wanli Chang;;;;;;;;;;;Bounding the Rensponse Time of DAG Tasks Using Long Paths;erdos-renyi;named;;dag generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2023;Kunal Agrawal;Sanjoy Baruah;Pontus Ekberg;;;;;;;;;;;;;Rethinking Tractability for Schedulability Analysis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Sergey Bozhko;filip Markovic;Georg von der Bruggen;Bjorn Brandenburg;;;;;;;;;;;;What Really is pWCET?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2023;Zelin Tong;Shareef Ahmed;James H. Anderson;;;;;;;;;;;;;Holistically Budgeting Processing Graphs;erdos-renyi;named;;dag generator;no;;custom;;pwcet generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Zhishan Guo;Sudharsan Vaidhun;Abdullah Al Arafat;Nan Guan;Kecheng Yang;;;;;;;;;;;Stealing Static Slack via WCRT and Sporadic P-Servers in Deadline-Driven Scheduling;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Sanjoy Baruah;Pontus Ekberg;Mehdi Hesseinzadeh;Ao Li;Bryan Ward;Ning Zhang;;;;;;;;;;Who’s Afraid of Butterflies? A Close Examination of the Butterfly Attack;ardupilot;named;uav;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Zifan Wang;Lin Zhang;Qinru Qiu;Fanxin Kong;;;;;;;;;;;;Catch You if Pay Attention: Temporal Sensor Attack Diagnosis Using Attention Mechanisms for Cyber-Physical Systems;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2023;Mengyu Liu;Lin Zhang;Vir V. Phoha;Fanxin Kong;;;;;;;;;;;;Learn-to-Respond: Sequence-Predictive Recovery from Sensor Attacks in Cyber-Physical Systems;;custom;controller;case study;;;custom;automotive;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Seunghoon Lee;Sukmin Kang;Seungyeon Cho;Hyunwoo Koo;Sungjae Hwang;Jinkyu Lee;;;;;;;;;;RT-Blockchain: Achieving Time-Predictable Transactions;;custom;blockchain;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Jianfeng Shi;Heng Wu;Wang Liu;Heran Gao;Wenbo Zhang;;;;;;;;;;;AgileShard: Turning the Sharded Blockchain into a Real-Time Transaction Processing Systems;;custom;blockchain;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Ruiqi Wang;Hanyang Liu;Jiaming Qiu;Moran Xu;Roch Guerin;Chenyang Lu;;;;;;;;;;Progressive Neural Compression for Adaptive Image Offloading under Timing Constraints;;custom;iot;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Zexin Li;Aritra Samanta;Yufei Li;Andrea Soltoggio;Hyoseung Kim;Cong Liu;;;;;;;;;;R^3: On-device Real-Time Deep Reinforcement Learning for Autonomous Robotics;;custom;reinforcement learning;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Ming Hu;Zeke Xia;Dengke Yan;Zhihao Yue;Jun Xia;Yihao Huang;Yang Liu;Mingsong Chen;;;;;;;;GitFL: Uncertainty-Aware Real-Time Asynchronous Federated Learning using Version Control;;custom;federated machine learning;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2023;Yufei Li;Zexin Li;Wei Yang;Cong Liu;;;;;;;;;;;;RT-LM: Uncertainty-Aware Resource Management for Real-Time Inference of Language Models;;custom;large language model;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Jinghao Sun;Tianyi Wang;Yang Li;Nan Guan;Zhishan Guo;Guozhen Tan;;;;;;;;;;SEAM: An Optimal Message Synchronizer in ROS with Well-Bounded Time Disparity;;custom;;ros message generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2023;Ruoxiang Li;Xu Jiang;Zheng Dong;Jen-Ming Wu;Chun Jason Xue;Nan Guan;;;;;;;;;;Worst-Case Latency Analysis of Message Synchronization in ROS;;custom;ros2;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2023;Xiantong Luo;Xu Jiang;Nan Guan;Haochun Liang;Songran Liu;Wang Yi;;;;;;;;;;Modeling and Analysis of Inter-Process Communication Delay in ROS 2;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Zexin Li;Tao Ren;Xiaoxi He;Cong Liu;;;;;;;;;;;;RED: A Systematic Real-Time Scheduling Approach for Robotic Environmental Dynamics;;custom;;microbenchmark;;;custom;iot;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Binqi Sun;Debayan Roy;Tomasz Kloda;Andrea Bastoni;Rodolfo Pellizzoni;Marco Caccamo;;;;;;;;;;Co-Optimizing Cache Partitioning and Multi-Core Task Scheduling: Exploit Cache Sensitivity or Not?;georgia tech smoothing and mapping;named;;case study;no;randfixsum;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2023;Valentin Touzeau;Jan Reineke;;;;;;;;;;;;;;Leveraging LLVMs ScalarEvolution for Symbolic Data Cache Analysis;polybench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Corey Tessler;Pashant Modekurthy;Nathan Fisher;Abusayeed Saifullah;Alleyn Murphy;;;;;;;;;;;Co-Located Parallel Scheduling of Threads to Optimze Cache Sharing;;custom;;taskset generator;;malardalen;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2023;Asier Fernandez De Lecea;Mohamed Hassan;Enrico Mezzetti;Jaume Abella;Francisco Cazorla;;;;;;;;;;;Improving Timing-Related Guarantees for Main Memory in Multicore Critical Embedded Systems;;custom;;microbenchmark;;;custom;misc;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Zonghong Li;Guoqi Xie;Wenhong Ma;Xiongren Xiao;Yong Xie;Wei Ren;Wanli Chang;;;;;;;;;RTISM: Real-Time Inter-VM Communication based on Shared Memory for Mixed-Criticality Flows;;custom;;microbenchmark;;general motors;;tsn;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Xiaofeng Hou;Peng Tang;Chao Li;Jiacheng Liu;Cheng Xu;Kwang-Ting Cheng;Minyi Guo;;;;;;;;;SMG: A System-level Modality Gating Facility for Fast and Energy-Efficient Multimodal Computing;;custom;video processing;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Zhihui Ke;Xiaobo Zhou;Dadong Jiang;Hao Yan;Tie Qiu;;;;;;;;;;;CollabVR: Reprojection-based Edge-Client Collaborative Rendering for Real-Time High-Quality Mobile Virtual Reality;;custom;vr headset;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Filip Markovic;Pierre Roux;Sergey Bozhko;Alessandro Vittorio Papadopoulos;Bjorn Brandenburg;;;;;;;;;;;CTA: A Correlation-Tolerant Analysis of the deadline-Failure Probability of Dependent Tasks;dirichlet-rescale;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2023;Shareef Ahmed;James H. Anderson;;;;;;;;;;;;;;Soft Real-Time Gang Scheduling;(dong&liu);referenced;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Shao-Yu Huang;Jianping Zeng;Xianliang Deng;Sen Wang;Ashrarul Sifat;Burhanuddin Bharmal;Jia-Bin Huang;Ryan Williams;Haibo Zeng;Changhee Jung;;;;;;Rtailor: Parameterizing Soft Error Resilience for Mixed-Criticality Real-Time Systems;mibench;named;;benchmark;no;npb;named;;benchmark;no;uunifast;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Xiaoxing Qiu;Weiwei Wu;Chenchen Fu;Zelin Yun;Vincent Chau;Song Han;;;;;;;;;;Minimizing AoI of Non-uniform Multi-source Real-time Data Updates: Model Generalization, Analysis and Performance Evaluation;;custom;monitoring;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Tianyu Zhang;Jiachen Wang;Xiaobo Sharon Hu;Song Han;;;;;;;;;;;;Real-Time Flow Scheduling in Industrial 5G New Radio;3gpp;referenced;;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Jiachen Wang;Tianyu Zhang;Xiaobo Sharon Hu;Song Han;;;;;;;;;;;;Resource Virtualization with End-to-End Timing Guarantees for Multi-Hop Multi-Channel Real-Time Wireless Network;;custom;sensing;case study;;;custom;;misc generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Richard Garreau;Matheus Ladeira;Emmanuel Grolleau;Henri Bauer;Frederic Ridouard;Pascal Richard;;;;;;;;;;Link between real-time scheduling and time-triggered networks;;custom;networking;case study;;nasa orion;named;aerospace;case study;unclear;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2023;Yue Tang;Xi Jiang;Nan Guan;Songran Liu;Xiantong Luo;Wang Yi;;;;;;;;;;Optimizing End-to-End Latency of Sporadic Cause-Effect Chains Using Priority Inheritance;rwabff;named;automotive;specification;no;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Jiapeng Guan;Ran Wei;Dean You;Yingquan Wang;Ruizhe Yang;Hui Wang;Zhe Jiang;;;;;;;;;MESC: Re-thinking Algorithmic Priority and/or Criticality Inversions for Heterogeneous MCs;gemmini;named;neural network;case study;no;uunifast;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Chuanchao Gao;Niraj Kumar;Arvind Easwaran;;;;;;;;;;;;;Energy-Efficient Real-Time Job Mapping and Resource Management in Mobile-Edge Computing;;custom;iot;case study;no;resnet;named;neural network;case study;no;vgg16;named;neural network;case study;no;surf3d;named;object surface reconstruction;case study;no;;;;;;;;;;;;;;;;TRUE;TRUE;FALSE;
RTSS;2024;Srinidhi Srinivasan;Mario Günzel;Geoffrey Nelissen;;;;;;;;;;;;;Response-Time Analysis for Limited-Preemptive Self-Suspending and Event-Driven Delay-Induced Tasks;nptest;extended;;schedulability analysis tool;no;uunifast;extended;;taskset generator;no;randfixsum;named;;taskset generator;no;waters 2017;named;;industrial challenge;no;cp-tasks;named;;dag generator;no;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Qiang Chen;Changlong Li;;;;;;;;;;;;;;Argus: Real-Time HQ Video Decoding with CPU Coordinating on Consumer Devices;;custom;video decoding;case study;no;derf collection;named;video;dataset;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Philip Schowitz;Soham sinha;Arpan Gujarati;;;;;;;;;;;;;Response-Time Analysis of a Soft Real-time NVIDIA Holoscan Application;Nvidia HoloHub;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2024;Ziliang Zhang;Zexin Li;Hyoseung Kim;Cong Liu;;;;;;;;;;;;BOXR: Body and head motion Optimization framework for eXtended Reality;OpenXR;named;;case study;no;euroc mav;named;inertial information;dataset;no;;custom;extended reality;case study;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Kunal Agrawal;Sanjoy Baruah;Alan Burns;Jinhao Zhao;;;;;;;;;;;;IDK Cascades for Time-Series Input Streams;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Mengyu Liu;Pengyuan Lu;Xin Chen;Oleg Sokolsky;Insup Lee;Fanxin Kong;;;;;;;;;;Deadline-Safe Reach-Avoid Control Synthesis for Cyper-Physical Systems with Reinforcement Learning;(zhang2021);referenced;controller;case study;no;arch-comp22;named;controller;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Soheil Shirvani;Aritra Samanta;Zexin Li;Cong Liu;;;;;;;;;;;;DuoJoule: Accurate On-device Deep Reinforcement Learning for Energy and Timeliness;autonomous learning library;named;;benchmark;no;donkeycar;named;robotics;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Anlan Xie;Feng He;Luxi Zhao;;;;;;;;;;;;;Optimizing Quantum Assignment for DRR in TSN: A Network Calculus-Based Method;;custom;;microbenchmark;;nasa orion;named;aerospace;case study;unclear;airbus a380;;networking;case study;unclear;;custom;;network traffic generator;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2024;Daniel Bujosa;Julian Proenza;Alessandro Vittorio Papadopoulos;Thomas Nolte;Mohammad Ashjaei;;;;;;;;;;;An Improved Worst-Case Response Time Analysis for AVB Traffic in Time-Sensitive Networks;;custom;networking;case study;;;custom;;network traffic generator;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2024;Aakriti Jain;Md Ashikul Haque;Abusayeed Saifullah;Haibo Zhang;;;;;;;;;;;;Burst-MAC: A MAC Protocol for Handling Burst Traffic in LoRa Network;;custom;networking;case study;;lorawan ns3;extended;networking;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Qing Li;Shangguang Wang;Chenren Xu;Xiao Ma;Mengwei Xu;Ao Zhou;Ruolin Xing;Boyuan Yang;Zuo Zhu;Ying Zhang;Xuanzhe Liu;;;;;Exploring Real-Time Satellite Computing: From Energy and Thermal Perspectives;;custom;aerospace;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Zhe Jiang;Shuai Zhao;Ran Wei;Xin Si;Gang Chen;Nan Guan;;;;;;;;;;ROTA-I/O: Hardware/Algorithm Co-design for Real-Time I/O Control with Improved Timing Accuracy and Robustness;;custom;io interface;case study;;uunifast;extended;;taskset generator;no;autobench;named;;benchmark;no;renesas automotive use case;named;automotive;benchmark;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Yehan Ma;Ruijie Fu;An Zou;Jing Li;Cailian Chen;Chenyang Lu;Xinping Guan;;;;;;;;;Performance Optimization and Stability Guarantees for Multi-tier Real-Time Control Systems;(an2021);referenced;controller;case study;no;(soudbakhsh2019);referenced;controller;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Jintao Chen;An Zou;Yuankai Xu;Yehan Ma;;;;;;;;;;;;SCENIC: Capability and Scheduling Co-Design for Intelligent Controller on Heterogeneous Platforms;airsim;custom;uav;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Filip Markovic;Georg von der Bruggen;Mario Gunzel;Jian-Jia Chen;Bjorn Brandenburg;;;;;;;;;;;A Distribution-Agnostic and Correlation-Aware Analysis of Periodic Tasks;dirichlet-rescale;named;;taskset generator;no;rwabff;named;;specification;no;waters2017;named;;industrial challenge;no;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2024;Matteo Zini;filip Markovic;Daniel Casini;Alessandro Biondi;Bjorn Brandenburg;;;;;;;;;;;In Search of Butterflies. Exceedance Analysis for Real-Time Systems under Transient Overload;dirichlet-rescale;named;;taskset generator;no;rwabff;named;;specification;no;waters2017;named;;industrial challenge;no;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2024;Tadeu Andrade;George Lima;Veronica Lima;;;;;;;;;;;;;Drawing Lines for Measurement-Based Probabilistic Timing Analysis;malardalen;extended;;benchmark;no;taclebench;extended;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Joseph Goh;James H. Anderson;;;;;;;;;;;;;;Towards Principled Budget Enforcement in Real-Time Systems;randfixsum;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Liangkai Liu;Jinkyu Lee;Kang G. Shin;;;;;;;;;;;;;RT-BEV: Enhancing Real-Time BEV Perception for Autonomous Vehicles;nuscenes;named;;dataset;no;rt-bev;named;autonomous vehicle;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;TRUE;TRUE;
RTSS;2024;Lingyu Sun;Chao Li;Xiaofeng Hou;Tianhao Huang;Cheng Xu;Xinkai Wang;Guangjun Bao;Bingchuan Sun;Shibo Rui;Minyi Guo;;;;;;Jigsaw: Taming BEV-centric Perception on Dual-SoC for Autonomous Driving;nuscenes;named;;dataset;no;BEVFusion;extended;autonomous vehicle;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Yuhang Xu;Zixuan Liu;Xinzhe Fu;Shengzhong Liu;Fan Wu;Guihai Chen;;;;;;;;;;FLEX: Adaptive Task Batch Scheduling with Elastic Fusion in Multi-Modal Multi-View Machine Perception;nuscenes;named;;dataset;no;BEVFusion;named;object detection;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Zhaomeng Deng;Ziqi Zhang;Ding Li;Yao Guo;Yunfeng Ye;Yuxin Ren;Ning Jia;Xinwei Hu;;;;;;;;Interference-free Operating System: A 6 Years’ Experience in Mitigating Cross-Core Interference in Linux;stressng;named;;benchmark;no;rt-tests;named;;benchmark;no;schedcat;named;;taskset generator;no;randfixsum;named;;taskset generator;no;cfs;named;aerospace;case study;no;;custom;ros2;case study;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Ivan Izhbirdeev;Denis Hoornaert;Weifan Chen;Alexander Zuepke;Youssef Hammad;;;;;;;;;;;Coherence-Aided Memory Bandwidth Regulation;sdvbs;named;;benchmark;no;isolbench;named;;benchmark;no;rt-bench;named;;benchmark generator;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Connor Sullivan;Alex Manley;Mohammad Alian;Heechul Yun;;;;;;;;;;;;Per-Bank Bandwidth Regulation of Shared Last-Level Cache for Real-Time Systems;mempress;named;;memory traffic generator;no;isolbench;named;;benchmark;no;sdvbs;named;;benchmark;no;spec2017;named;;benchmark;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Shuai Zhao;Hanzhi Xu;Nan Chen;Ruoxian Su;Wanli Chang;;;;;;;;;;;FRAP: A Flexible Resource Accessing Protocol for Multiprocessor Real-Time Systems;uunifast-discard;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Fei Guan;Jinkyu Lee;Chun Jason Xue;Jen-Ming Wu;Nan Guan;;;;;;;;;;;Mixed-Criticality Federated Scheduling for Relaxed-Deadline DAG Tasks;dirichlet-rescale;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Abigail Eisenklam;Will Hedgecock;Bryan Ward;;;;;;;;;;;;;Job-Level Batching for Software-Defined Radio on Multi-Core;;custom;;workload generator;;narrowband fm transceiver;extended;gnuradio;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTSS;2024;Marion Sudvarg;Dasy Wang;Jeremy Buhler;Chris Gill;;;;;;;;;;;;Subtask-Level Elastic Scheduling;erdos-renyi;extended;;dag generator;no;dirichlet-rescale;named;;taskset generator;no;fims;referenced;;case study;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTSS;2024;Xisheng Li;Ye Ma;Yuting chen;Jinghao Sun;Wanli Chang;Nan Guan;Liming Chen;Qingxu Deng;;;;;;;;Priority Optimization for Autonomous Driving Systems to Meet End-to-End Latency Constraints;rd-gen;named;;dag generator;no;rwabff;named;;specification;no;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTSS;2024;Yujie Wang;Cailani Lemieux Mack;Thidapat Chantem;Sanjoy Baruah;Ning Zhang;Bryan Ward;;;;;;;;;;Partial Context-Sensitive Pointer Integrity for Real-time Embedded Systems;beebs;named;;benchmark;no;ardupilot;extended;uav;case study;no;schedcat;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
